nUsedServerRatio
server set, 50, 100, 150, 200, 250, 300, 350, 400
Game, 0.1, 0.25, 0.30666666666666664, 0.29, 0.284, 0.25, 0.23714285714285716, 0.21
MEDAGame, 0.08, 0.23, 0.2866666666666667, 0.28, 0.268, 0.25, 0.23714285714285716, 0.205
TPDSGame, 0.08, 0.23, 0.2866666666666667, 0.28, 0.268, 0.25, 0.23714285714285716, 0.205
auctionBasic, 0.08, 0.21, 0.2, 0.24, 0.212, 0.19333333333333333, 0.16, 0.1675
auctionExtend, 0.02, 0.01, 0.006666666666666667, 0.005, 0.004, 0.0033333333333333335, 0.002857142857142857, 0.0025
greedy, 0.2, 0.57, 0.7066666666666667, 0.535, 0.52, 0.52, 0.5057142857142857, 0.475
random, 0.18, 0.53, 0.5866666666666667, 0.455, 0.444, 0.43666666666666665, 0.3942857142857143, 0.3875
energyConsumption
server set, 50, 100, 150, 200, 250, 300, 350, 400
Game, 1079.3103941242778, 4785.625589197797, 9125.738932220544, 11415.444378936696, 14852.034190753167, 14390.626490181296, 17035.79513021572, 18162.46150867179
auctionBasic, 606.5306348631043, 2995.4318643782844, 4426.28563588705, 7385.15078203033, 7979.989488274724, 8143.971188056541, 8443.654298724452, 10026.736533728841
auctionExtend, 110.90637748132612, 100.54421724393075, 100.95404371429893, 299.01323878333284, 299.1974212183923, 299.9441316282598, 299.8934317106437, 299.92664391526637
greedy, 1977.4430037845655, 10859.84912442042, 19835.69115717226, 21171.073096602104, 26469.513607938745, 29817.319585864567, 37065.951552000515, 39340.30960206853
random, 1800.6862021035702, 10168.469284450957, 16658.661131389905, 17833.026754495775, 22169.888676115497, 25247.20328056792, 28054.16225081298, 32501.427214966498
nAllocatedUserRatio
server set, 50, 100, 150, 200, 250, 300, 350, 400
Game, 0.16796875, 0.98046875, 0.98828125, 0.9921875, 0.96484375, 0.9921875, 0.98828125, 0.98046875
MEDAGame, 0.16796875, 0.9765625, 0.98828125, 0.9921875, 0.96484375, 0.9921875, 0.98828125, 0.98046875
TPDSGame, 0.16796875, 0.9765625, 0.98828125, 0.9921875, 0.96484375, 0.9921875, 0.98828125, 0.98046875
auctionBasic, 0.16796875, 0.98828125, 0.984375, 0.98828125, 0.96484375, 0.9921875, 0.98828125, 0.98046875
auctionExtend, 0.10546875, 0.09765625, 0.05078125, 0.00390625, 0.00390625, 0.140625, 0.03125, 0.0625
